Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Fwd_Pkt_Len_Mean,Bwd_Pkt_Len_Mean,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Fwd_Header_Len,Bwd_Header_Len,Flow_Flags,Protocol,Label
0.027029746331072566,2198,1,417.0112352446399,458503.8531514816,917007.7063029632,17660.16467777266,1.2286248332305712e-05,23,41,4,17,DoS
0.6221940578154922,71,0,71.12285245120043,5120.845376486431,5120.845376486431,394.8736274427731,0.008641584136326281,53,55,5,6,PortScan
0.9398204422224756,41,31,34.930148958745164,45.84582050835303,1467.066256267297,49.20725512893893,0.012874252633184598,27,33,0,17,BENIGN
0.24632558283797107,2035,1,296.31353701174595,301647.18067795737,603294.3613559147,8480.696478333244,0.00012092566658712374,47,46,4,17,DDoS
0.8226145248008916,127,4,121.78860133631075,3117.788194209555,15588.940971047776,343.81741298684864,0.0062319282181885725,26,47,3,17,WebAttack
0.140453362942244,3112,4,275.9139136598969,171784.00264465177,858920.0132232589,4077.6430932737867,4.506043084447995e-05,32,36,0,6,DoS
1.856517982034425,55,37,60.50663606638203,89.1676742030893,3388.3716197173935,30.638507107290916,0.019962558946606722,45,38,0,17,BENIGN
2.059732353343427,21,30,174.02121045901717,123.49892355156057,3828.4666300983777,50.791133039939275,0.03961023756429667,28,47,2,17,BENIGN
0.03545325615947145,1605,2,566.9738988327331,303520.0271751231,910560.0815253693,11688.241465563484,2.2048044875293192e-05,51,22,4,17,DoS
2.127716182705638,57,35,77.1376419940305,124.27731210149358,4473.983235653769,44.967755737669094,0.02287866863124342,26,52,4,17,BENIGN
0.349165974089991,35,8,454.64374729786056,1818.5749891914422,16367.17490272298,515.3918202051943,0.007935590320227068,26,51,2,6,WebAttack
0.18528019934924125,2700,2,229.2628700323661,206413.00398580695,619239.0119574209,12523.52232079,6.854613368451397e-05,56,35,4,6,DDoS
1.3680806825177476,45,20,65.88348847865086,144.31621285799713,3030.6404700179396,46.82135966745581,0.020728495189662844,51,29,2,17,BENIGN
2.049437629756306,40,24,122.41560567057621,200.761593299745,5019.039832493625,25.270136122582443,0.031529809688558556,56,36,4,17,BENIGN
